Date,Close
2020-05-26,2421.860107421875
2020-05-27,2410.389892578125
2020-05-28,2401.10009765625
2020-05-29,2442.3701171875
2020-06-01,2471.0400390625
2020-06-02,2472.409912109375
2020-06-03,2478.39990234375
2020-06-04,2460.60009765625
2020-06-05,2483.0
2020-06-08,2524.06005859375
2020-06-09,2600.860107421875
2020-06-10,2647.449951171875
2020-06-11,2557.9599609375
2020-06-12,2545.02001953125
2020-06-15,2572.679931640625
2020-06-16,2615.27001953125
2020-06-17,2640.97998046875
2020-06-18,2653.97998046875
2020-06-19,2675.010009765625
2020-06-22,2713.820068359375
2020-06-23,2764.409912109375
2020-06-24,2734.39990234375
2020-06-25,2754.580078125
2020-06-26,2692.8701171875
2020-06-29,2680.3798828125
2020-06-30,2758.820068359375
2020-07-01,2878.699951171875
2020-07-02,2890.300048828125
2020-07-06,3057.0400390625
2020-07-07,3000.1201171875
2020-07-08,3081.110107421875
2020-07-09,3182.6298828125
2020-07-10,3200.0
2020-07-13,3104.0
2020-07-14,3084.0
2020-07-15,3008.8701171875
2020-07-16,2999.89990234375
2020-07-17,2961.969970703125
2020-07-20,3196.840087890625
2020-07-21,3138.2900390625
2020-07-22,3099.909912109375
2020-07-23,2986.550048828125
2020-07-24,3008.909912109375
2020-07-27,3055.2099609375
2020-07-28,3000.330078125
2020-07-29,3033.530029296875
2020-07-30,3051.8798828125
2020-07-31,3164.679931640625
2020-08-03,3111.889892578125
2020-08-04,3138.830078125
2020-08-05,3205.030029296875
2020-08-06,3225.0
2020-08-07,3167.4599609375
2020-08-10,3148.159912109375
2020-08-11,3080.669921875
2020-08-12,3162.239990234375
2020-08-13,3161.02001953125
2020-08-14,3148.02001953125
2020-08-17,3182.409912109375
2020-08-18,3312.489990234375
2020-08-19,3260.47998046875
2020-08-20,3297.3701171875
2020-08-21,3284.719970703125
2020-08-24,3307.4599609375
2020-08-25,3346.489990234375
2020-08-26,3441.85009765625
2020-08-27,3400.0
2020-08-28,3401.800048828125
2020-08-31,3450.9599609375
2020-09-01,3499.1201171875
2020-09-02,3531.449951171875
2020-09-03,3368.0
2020-09-04,3294.6201171875
2020-09-08,3149.840087890625
2020-09-09,3268.610107421875
2020-09-10,3175.110107421875
2020-09-11,3116.219970703125
2020-09-14,3102.969970703125
2020-09-15,3156.1298828125
2020-09-16,3078.10009765625
2020-09-17,3008.72998046875
2020-09-18,2954.909912109375
2020-09-21,2960.469970703125
2020-09-22,3128.989990234375
2020-09-23,2999.860107421875
2020-09-24,3019.7900390625
2020-09-25,3095.1298828125
2020-09-28,3174.050048828125
2020-09-29,3144.8798828125
2020-09-30,3148.72998046875
2020-10-01,3221.260009765625
2020-10-02,3125.0
2020-10-05,3199.199951171875
2020-10-06,3099.9599609375
2020-10-07,3195.68994140625
2020-10-08,3190.550048828125
2020-10-09,3286.64990234375
2020-10-12,3442.929931640625
2020-10-13,3443.6298828125
2020-10-14,3363.7099609375
2020-10-15,3338.64990234375
2020-10-16,3272.7099609375
2020-10-19,3207.2099609375
2020-10-20,3217.010009765625
2020-10-21,3184.93994140625
2020-10-22,3176.39990234375
2020-10-23,3204.39990234375
2020-10-26,3207.0400390625
2020-10-27,3286.330078125
2020-10-28,3162.780029296875
2020-10-29,3211.010009765625
2020-10-30,3036.14990234375
2020-11-02,3004.47998046875
2020-11-03,3048.409912109375
2020-11-04,3241.159912109375
2020-11-05,3322.0
2020-11-06,3311.3701171875
2020-11-09,3143.739990234375
2020-11-10,3035.02001953125
2020-11-11,3137.389892578125
2020-11-12,3110.280029296875
2020-11-13,3128.81005859375
2020-11-16,3131.06005859375
2020-11-17,3135.659912109375
2020-11-18,3105.4599609375
2020-11-19,3117.02001953125
2020-11-20,3099.39990234375
2020-11-23,3098.389892578125
2020-11-24,3118.06005859375
2020-11-25,3185.070068359375
2020-11-27,3195.340087890625
2020-11-30,3168.0400390625
2020-12-01,3220.080078125
2020-12-02,3203.530029296875
2020-12-03,3186.72998046875
2020-12-04,3162.580078125
2020-12-07,3158.0
2020-12-08,3177.2900390625
2020-12-09,3104.199951171875
2020-12-10,3101.489990234375
2020-12-11,3116.419921875
2020-12-14,3156.969970703125
2020-12-15,3165.1201171875
2020-12-16,3240.9599609375
2020-12-17,3236.080078125
2020-12-18,3201.64990234375
2020-12-21,3206.179931640625
2020-12-22,3206.52001953125
2020-12-23,3185.27001953125
2020-12-24,3172.68994140625
2020-12-28,3283.9599609375
2020-12-29,3322.0
2020-12-30,3285.85009765625
2020-12-31,3256.929931640625
2021-01-04,3186.6298828125
2021-01-05,3218.510009765625
2021-01-06,3138.3798828125
2021-01-07,3162.159912109375
2021-01-08,3182.699951171875
2021-01-11,3114.2099609375
2021-01-12,3120.830078125
2021-01-13,3165.889892578125
2021-01-14,3127.469970703125
2021-01-15,3104.25
2021-01-19,3120.760009765625
2021-01-20,3263.3798828125
2021-01-21,3306.989990234375
2021-01-22,3292.22998046875
2021-01-25,3294.0
2021-01-26,3326.1298828125
2021-01-27,3232.580078125
2021-01-28,3237.6201171875
2021-01-29,3206.199951171875
2021-02-01,3342.8798828125
2021-02-02,3380.0
2021-02-03,3312.530029296875
2021-02-04,3331.0
2021-02-05,3352.14990234375
2021-02-08,3322.93994140625
2021-02-09,3305.0
2021-02-10,3286.580078125
2021-02-11,3262.1298828125
2021-02-12,3277.7099609375
2021-02-16,3268.949951171875
2021-02-17,3308.639892578125
2021-02-18,3328.22998046875
2021-02-19,3249.89990234375
2021-02-22,3180.739990234375
2021-02-23,3194.5
2021-02-24,3159.530029296875
2021-02-25,3057.159912109375
2021-02-26,3092.929931640625
2021-03-01,3146.139892578125
2021-03-02,3094.530029296875
2021-03-03,3005.0
2021-03-04,2977.570068359375
2021-03-05,3000.4599609375
2021-03-08,2951.949951171875
2021-03-09,3062.85009765625
2021-03-10,3057.639892578125
2021-03-11,3113.590087890625
2021-03-12,3089.489990234375
2021-03-15,3081.679931640625
2021-03-16,3091.860107421875
2021-03-17,3135.72998046875
2021-03-18,3027.989990234375
2021-03-19,3074.9599609375
2021-03-22,3110.8701171875
2021-03-23,3137.5
2021-03-24,3087.070068359375
2021-03-25,3046.260009765625
2021-03-26,3052.030029296875
2021-03-29,3075.72998046875
2021-03-30,3055.2900390625
2021-03-31,3094.080078125
2021-04-01,3161.0
2021-04-05,3226.72998046875
